200.000000,0.000000
199.956137,4.188484
199.824566,8.375131
199.605346,12.558104
199.298572,16.735569
198.904379,20.905693
198.422940,25.066647
197.854467,29.216606
197.199207,33.353749
196.457450,37.476263
195.629520,41.582338
194.715781,45.670174
193.716632,49.737977
192.632513,53.783964
191.463900,57.806359
190.211303,61.803399
188.875274,65.773329
187.456398,69.714409
185.955297,73.624911
184.372630,77.503117
182.709092,81.347329
180.965410,85.155858
179.142352,88.927036
177.240716,92.659207
175.261336,96.350735
173.205081,100.000000
171.072852,103.605402
168.865585,107.165359
166.584248,110.678310
164.229842,114.142714
161.803399,117.557050
159.305984,120.919823
156.738691,124.229556
154.102649,127.484798
151.399011,130.684121
148.628965,133.826121
145.793725,136.909421
142.894536,139.932668
139.932668,142.894536
136.909421,145.793725
133.826121,148.628965
130.684121,151.399011
127.484798,154.102649
124.229556,156.738691
120.919823,159.305984
117.557050,161.803399
114.142714,164.229842
110.678310,166.584248
107.165359,168.865585
103.605402,171.072852
100.000000,173.205081
96.350735,175.261336
92.659207,177.240716
88.927036,179.142352
85.155858,180.965410
81.347329,182.709092
77.503117,184.372630
73.624911,185.955297
69.714409,187.456398
65.773329,188.875274
61.803399,190.211303
57.806359,191.463900
53.783964,192.632513
49.737977,193.716632
45.670174,194.715781
41.582338,195.629520
37.476263,196.457450
33.353749,197.199207
29.216606,197.854467
25.066647,198.422940
20.905693,198.904379
16.735569,199.298572
12.558104,199.605346
8.375131,199.824566
4.188484,199.956137
0.000000,200.000000
-4.188484,199.956137
-8.375131,199.824566
-12.558104,199.605346
-16.735569,199.298572
-20.905693,198.904379
-25.066647,198.422940
-29.216606,197.854467
-33.353749,197.199207
-37.476263,196.457450
-41.582338,195.629520
-45.670174,194.715781
-49.737977,193.716632
-53.783964,192.632513
-57.806359,191.463900
-61.803399,190.211303
-65.773329,188.875274
-69.714409,187.456398
-73.624911,185.955297
-77.503117,184.372630
-81.347329,182.709092
-85.155858,180.965410
-88.927036,179.142352
-92.659207,177.240716
-96.350735,175.261336
-100.000000,173.205081
-103.605402,171.072852
-107.165359,168.865585
-110.678310,166.584248
-114.142714,164.229842
-117.557050,161.803399
-120.919823,159.305984
-124.229556,156.738691
-127.484798,154.102649
-130.684121,151.399011
-133.826121,148.628965
-136.909421,145.793725
-139.932668,142.894536
-142.894536,139.932668
-145.793725,136.909421
-148.628965,133.826121
-151.399011,130.684121
-154.102649,127.484798
-156.738691,124.229556
-159.305984,120.919823
-161.803399,117.557050
-164.229842,114.142714
-166.584248,110.678310
-168.865585,107.165359
-171.072852,103.605402
-173.205081,100.000000
-175.261336,96.350735
-177.240716,92.659207
-179.142352,88.927036
-180.965410,85.155858
-182.709092,81.347329
-184.372630,77.503117
-185.955297,73.624911
-187.456398,69.714409
-188.875274,65.773329
-190.211303,61.803399
-191.463900,57.806359
-192.632513,53.783964
-193.716632,49.737977
-194.715781,45.670174
-195.629520,41.582338
-196.457450,37.476263
-197.199207,33.353749
-197.854467,29.216606
-198.422940,25.066647
-198.904379,20.905693
-199.298572,16.735569
-199.605346,12.558104
-199.824566,8.375131
-199.956137,4.188484
-200.000000,0.000000
-199.956137,-4.188484
-199.824566,-8.375131
-199.605346,-12.558104
-199.298572,-16.735569
-198.904379,-20.905693
-198.422940,-25.066647
-197.854467,-29.216606
-197.199207,-33.353749
-196.457450,-37.476263
-195.629520,-41.582338
-194.715781,-45.670174
-193.716632,-49.737977
-192.632513,-53.783964
-191.463900,-57.806359
-190.211303,-61.803399
-188.875274,-65.773329
-187.456398,-69.714409
-185.955297,-73.624911
-184.372630,-77.503117
-182.709092,-81.347329
-180.965410,-85.155858
-179.142352,-88.927036
-177.240716,-92.659207
-175.261336,-96.350735
-173.205081,-100.000000
-171.072852,-103.605402
-168.865585,-107.165359
-166.584248,-110.678310
-164.229842,-114.142714
-161.803399,-117.557050
-159.305984,-120.919823
-156.738691,-124.229556
-154.102649,-127.484798
-151.399011,-130.684121
-148.628965,-133.826121
-145.793725,-136.909421
-142.894536,-139.932668
-139.932668,-142.894536
-136.909421,-145.793725
-133.826121,-148.628965
-130.684121,-151.399011
-127.484798,-154.102649
-124.229556,-156.738691
-120.919823,-159.305984
-117.557050,-161.803399
-114.142714,-164.229842
-110.678310,-166.584248
-107.165359,-168.865585
-103.605402,-171.072852
-100.000000,-173.205081
-96.350735,-175.261336
-92.659207,-177.240716
-88.927036,-179.142352
-85.155858,-180.965410
-81.347329,-182.709092
-77.503117,-184.372630
-73.624911,-185.955297
-69.714409,-187.456398
-65.773329,-188.875274
-61.803399,-190.211303
-57.806359,-191.463900
-53.783964,-192.632513
-49.737977,-193.716632
-45.670174,-194.715781
-41.582338,-195.629520
-37.476263,-196.457450
-33.353749,-197.199207
-29.216606,-197.854467
-25.066647,-198.422940
-20.905693,-198.904379
-16.735569,-199.298572
-12.558104,-199.605346
-8.375131,-199.824566
-4.188484,-199.956137
-0.000000,-200.000000
4.188484,-199.956137
8.375131,-199.824566
12.558104,-199.605346
16.735569,-199.298572
20.905693,-198.904379
25.066647,-198.422940
29.216606,-197.854467
33.353749,-197.199207
37.476263,-196.457450
41.582338,-195.629520
45.670174,-194.715781
49.737977,-193.716632
53.783964,-192.632513
57.806359,-191.463900
61.803399,-190.211303
65.773329,-188.875274
69.714409,-187.456398
73.624911,-185.955297
77.503117,-184.372630
81.347329,-182.709092
85.155858,-180.965410
88.927036,-179.142352
92.659207,-177.240716
96.350735,-175.261336
100.000000,-173.205081
103.605402,-171.072852
107.165359,-168.865585
110.678310,-166.584248
114.142714,-164.229842
117.557050,-161.803399
120.919823,-159.305984
124.229556,-156.738691
127.484798,-154.102649
130.684121,-151.399011
133.826121,-148.628965
136.909421,-145.793725
139.932668,-142.894536
142.894536,-139.932668
145.793725,-136.909421
148.628965,-133.826121
151.399011,-130.684121
154.102649,-127.484798
156.738691,-124.229556
159.305984,-120.919823
161.803399,-117.557050
164.229842,-114.142714
166.584248,-110.678310
168.865585,-107.165359
171.072852,-103.605402
173.205081,-100.000000
175.261336,-96.350735
177.240716,-92.659207
179.142352,-88.927036
180.965410,-85.155858
182.709092,-81.347329
184.372630,-77.503117
185.955297,-73.624911
187.456398,-69.714409
188.875274,-65.773329
190.211303,-61.803399
191.463900,-57.806359
192.632513,-53.783964
193.716632,-49.737977
194.715781,-45.670174
195.629520,-41.582338
196.457450,-37.476263
197.199207,-33.353749
197.854467,-29.216606
198.422940,-25.066647
198.904379,-20.905693
199.298572,-16.735569
199.605346,-12.558104
199.824566,-8.375131
199.956137,-4.188484
200.000000,-0.000000
199.956137,4.188484
199.824566,8.375131
199.605346,12.558104
199.298572,16.735569
198.904379,20.905693
198.422940,25.066647
197.854467,29.216606
197.199207,33.353749
196.457450,37.476263
195.629520,41.582338
194.715781,45.670174
193.716632,49.737977
192.632513,53.783964
191.463900,57.806359
190.211303,61.803399
188.875274,65.773329
187.456398,69.714409
185.955297,73.624911
184.372630,77.503117
182.709092,81.347329
180.965410,85.155858
179.142352,88.927036
177.240716,92.659207
175.261336,96.350735
