50.000000,0.000000
49.997025,0.545405
49.987129,1.134367
49.968777,1.766778
49.940308,2.442488
49.899963,3.161299
49.845867,3.922955
49.776039,4.727135
49.688396,5.573447
49.580742,6.461414
49.450794,7.390471
49.296158,8.359947
49.114361,9.369065
48.902840,10.416924
48.658943,11.502487
48.379955,12.624578
48.063084,13.781868
47.705486,14.972857
47.304268,16.195871
46.856491,17.449049
46.359192,18.730330
45.809399,20.037441
45.204128,21.367893
44.540417,22.718962
43.815334,24.087685
43.025993,25.470846
42.169571,26.864981
41.243347,28.266348
40.244690,29.670944
39.171120,31.074484
38.020298,32.472401
36.790085,33.859856
35.478539,35.231712
34.083958,36.582561
32.604919,37.906715
31.040289,39.198219
29.389263,40.450851
27.651403,41.658131
25.826666,42.813354
23.915436,43.909588
21.918558,44.939701
19.837370,45.896393
17.673742,46.772202
15.430099,47.559563
13.109459,48.250824
10.715458,48.838295
8.252380,49.314281
5.725185,49.671143
3.139526,49.901337
0.501774,49.997482
-2.180969,49.952412
-4.900857,49.759235
-7.649292,49.411419
-10.416924,48.902840
-13.193652,48.227871
-15.968641,47.381458
-18.730330,46.359192
-21.466463,45.157402
-24.164120,43.773228
-26.809757,42.204700
-29.389263,40.450851
-31.888006,38.511753
-34.290916,36.388638
-36.582561,34.083958
-38.747223,31.601465
-40.769024,28.946272
-42.632008,26.124928
-44.320282,23.145466
-45.818138,20.017452
-47.110188,16.752024
-48.181522,13.361918
-49.017868,9.861480
-49.605736,6.266662
-49.932613,2.595011
-49.987129,-1.134367
-49.759235,-4.900857
-49.240387,-8.682409
-48.423729,-12.455625
-47.304268,-16.195871
-45.879063,-19.877415
-44.147381,-23.473577
-42.110863,-26.956917
-39.773674,-30.299419
-37.142639,-33.472740
-34.227356,-36.448433
-31.040289,-39.198219
-27.596849,-41.694290
-23.915436,-43.909588
-20.017452,-45.818138
-15.927287,-47.395374
-11.672268,-48.618496
-7.282568,-49.466801
-2.791075,-49.922039
1.766778,-49.968777
6.353230,-49.594723
10.928452,-48.791073
15.450850,-47.552826
19.877415,-45.879063
24.164120,-43.773228
28.266348,-41.243347
32.139381,-38.302223
35.738895,-34.967575
39.021519,-31.262133
41.945408,-27.213652
44.470818,-22.854897
46.560745,-18.223524
48.181522,-13.361918
49.303436,-8.316925
49.901337,-3.139526
49.955223,2.115580
49.450794,7.390471
48.379955,12.624578
46.741283,17.755348
44.540417,22.718962
41.790367,27.451141
38.511753,31.888006
34.732918,35.966991
30.489971,39.627789
25.826666,42.813354
20.794201,45.470882
15.450850,47.552826
9.861480,49.017868
4.096925,49.831871
-1.766778,49.968777
-7.649292,49.411419
-13.467003,48.152256
-19.134172,46.193977
-24.564192,43.549976
-29.670944,40.244690
-34.370224,36.313740
