J1,J2,J3
0.194924,0.773019,0.577395
-0.201456,0.770252,0.575297
-0.518586,0.464811,0.343529
-0.630371,-0.023058,-0.027572
-0.491587,-0.499895,-0.391361
-0.156604,-0.775664,-0.602239
0.241391,-0.739544,-0.574598
0.543071,-0.404802,-0.318727
0.626834,0.095374,0.062617
0.458117,0.560161,0.415927
0.104110,0.801466,0.598957
-0.292484,0.720492,0.537569
-0.570737,0.348994,0.255533
-0.616925,-0.162605,-0.133925
-0.411330,-0.605936,-0.472407
-0.037135,-0.799501,-0.620484
0.352729,-0.663093,-0.516114
0.597909,-0.251489,-0.201713
0.596760,0.266792,0.193039
0.348840,0.677831,0.505214
-0.044002,0.810573,0.605860
-0.418996,0.608680,0.452751
-0.619798,0.155238,0.108179
-0.561895,-0.361028,-0.285306
-0.268575,-0.724187,-0.562847
0.137871,-0.781411,-0.606637
0.486721,-0.507533,-0.397197
0.630526,-0.016726,-0.022748
0.507706,0.484295,0.358326
0.169366,0.782889,0.584876
-0.241391,0.751075,0.560759
-0.549671,0.401246,0.295241
-0.623340,-0.117959,-0.099889
-0.429988,-0.584586,-0.456085
-0.051686,-0.798189,-0.619479
0.349299,-0.666029,-0.518359
0.599895,-0.243804,-0.195851
0.591111,0.287018,0.208418
0.325821,0.696485,0.519362
-0.081516,0.805769,0.602219
-0.453743,0.566016,0.420372
-0.627991,0.081017,0.051687
-0.527204,-0.437343,-0.343577
-0.194662,-0.761558,-0.591444
0.223997,-0.748367,-0.581349
0.544188,-0.402376,-0.316875
0.623837,0.124693,0.084934
0.426756,0.599707,0.445941
0.039608,0.810946,0.606143
-0.365624,0.663066,0.494014
-0.607826,0.221056,0.158255
-0.577903,-0.317781,-0.252296
-0.288330,-0.711765,-0.553344
0.131418,-0.783213,-0.608016
0.492276,-0.498797,-0.390522
0.630727,0.014246,0.000843
0.483202,0.524145,0.388585
0.115764,0.798825,0.596956
-0.304847,0.711984,0.531117
-0.586575,0.302139,0.219915
-0.599895,-0.243804,-0.195851
-0.337758,-0.675608,-0.525685
0.080151,-0.794366,-0.616553
0.461508,-0.544298,-0.425291
0.629781,-0.039584,-0.040162
0.506232,0.486843,0.360261
0.147255,0.790229,0.590440
-0.280716,0.728175,0.543395
-0.578013,0.328471,0.239933
-0.605025,-0.222628,-0.179698
-0.348152,-0.667002,-0.519103
0.072775,-0.795517,-0.617434
0.459816,-0.546611,-0.427058
0.629915,-0.036421,-0.037752
0.501764,0.494441,0.366031
0.135184,0.793779,0.593131
-0.296135,0.718026,0.535699
-0.586575,0.302139,0.219915
-0.596760,-0.255821,-0.205018
-0.320858,-0.688830,-0.535799
0.109535,-0.788654,-0.612181
0.487596,-0.506175,-0.396159
0.630602,0.023749,0.008080
0.468574,0.545671,0.404928
0.079059,0.806172,0.602525
-0.349299,0.677441,0.504918
-0.607826,0.221056,0.158255
-0.569678,-0.340828,-0.269886
-0.252535,-0.733485,-0.569962
0.188894,-0.763911,-0.593244
0.537821,-0.415956,-0.327244
0.621886,0.140337,0.096840
0.398671,0.630830,0.469557
-0.022289,0.812035,0.606968
-0.432599,0.592748,0.440660
-0.627991,0.081017,0.051687
-0.510306,-0.468597,-0.367450
-0.137334,-0.781564,-0.606755
0.304847,-0.700518,-0.544740
0.594311,-0.264791,-0.211861
0.584838,0.307697,0.224141
0.280223,0.728489,0.543633
-0.166448,0.783921,0.585658
-0.529160,0.444628,0.328198
-0.623340,-0.117959,-0.099889
-0.400162,-0.617928,-0.481576
0.027515,-0.800132,-0.620966
0.441529,-0.570490,-0.445310
0.629520,-0.045205,-0.044445
0.494163,0.506953,0.375532
0.104110,0.801466,0.598957
-0.340079,0.685141,0.510759
-0.608700,0.216982,0.155155
-0.561895,-0.361028,-0.285306
-0.222967,-0.748865,-0.581730
0.232464,-0.744168,-0.578136
0.566932,-0.348119,-0.275452
0.605025,0.233581,0.167781
0.325821,0.696485,0.519362
-0.124950,0.796539,0.595223
-0.510306,0.479748,0.354873
-0.626553,-0.087619,-0.076764
-0.411330,-0.605936,-0.472407
0.022289,-0.800396,-0.621168
0.444467,-0.566785,-0.442478
0.630223,-0.027982,-0.031323
0.479645,0.529521,0.392667
0.072228,0.807229,0.603325
-0.374317,0.655008,0.487901
-0.620052,0.153508,0.106863
