J1,J2,J3
-0.243365,0.257973,0.193839
-0.266369,0.217375,0.162961
-0.285376,0.173124,0.129296
-0.299998,0.125851,0.093321
-0.309908,0.076257,0.055569
-0.314845,0.025109,0.016622
-0.314624,-0.026775,-0.022898
-0.309142,-0.078536,-0.062337
-0.298388,-0.129287,-0.101018
-0.282440,-0.178129,-0.138257
-0.261473,-0.224170,-0.173369
-0.235759,-0.266536,-0.205688
-0.205668,-0.304393,-0.234574
-0.171660,-0.336962,-0.259431
-0.134288,-0.363541,-0.279720
-0.094185,-0.383517,-0.294971
-0.052055,-0.396385,-0.304796
-0.008669,-0.401762,-0.308901
0.035157,-0.399402,-0.307099
0.078569,-0.389204,-0.299312
0.120696,-0.371223,-0.285585
0.160667,-0.345676,-0.266083
0.197627,-0.312942,-0.241099
0.230758,-0.273563,-0.211049
0.259298,-0.228238,-0.176472
0.282562,-0.177814,-0.138016
0.299956,-0.123277,-0.096437
0.310998,-0.065731,-0.052579
0.315334,-0.006382,-0.007363
0.312747,0.053490,0.038234
0.303174,0.112552,0.083199
0.286709,0.169452,0.126502
0.263608,0.222848,0.167124
0.234291,0.271441,0.204080
0.199338,0.314006,0.236444
0.159481,0.349432,0.263372
0.115593,0.376745,0.284130
0.068667,0.395144,0.298112
0.019804,0.404028,0.304862
-0.029818,0.403017,0.304094
-0.078969,0.391971,0.295700
-0.126394,0.371002,0.279766
-0.170852,0.340486,0.256573
-0.211142,0.301057,0.226599
-0.246142,0.253601,0.190514
-0.274842,0.199246,0.149170
-0.296372,0.139333,0.103582
-0.310035,0.075392,0.054910
-0.315334,0.009105,0.004433
-0.311988,-0.057736,-0.046487
-0.299956,-0.123277,-0.096437
-0.279438,-0.185653,-0.143994
-0.250887,-0.243041,-0.187764
-0.214997,-0.293714,-0.226425
-0.172698,-0.336098,-0.258771
-0.125132,-0.368824,-0.283753
-0.073627,-0.390775,-0.300512
-0.019666,-0.401130,-0.308419
0.035157,-0.399402,-0.307099
0.089181,-0.385461,-0.296454
0.140728,-0.359553,-0.276675
0.188156,-0.322305,-0.248244
0.229912,-0.274720,-0.211932
0.264586,-0.218153,-0.168780
0.290961,-0.154287,-0.120077
0.308064,-0.085080,-0.067324
0.315200,-0.012716,-0.012188
0.311988,0.060463,0.043544
0.298388,0.132029,0.098023
0.274707,0.199553,0.149403
0.241605,0.260681,0.195898
0.200084,0.313226,0.235851
0.151460,0.355247,0.267792
0.097331,0.385128,0.290500
0.039529,0.401643,0.303049
-0.019941,0.404017,0.304854
-0.078969,0.391971,0.295700
-0.135408,0.365740,0.275767
-0.187161,0.326091,0.245631
-0.232253,0.274305,0.206259
-0.268916,0.212147,0.158984
-0.295659,0.141811,0.105468
-0.311335,0.065855,0.047649
-0.315195,-0.012892,-0.012322
-0.306933,-0.091428,-0.072162
-0.286709,-0.166697,-0.129539
-0.255158,-0.235700,-0.182164
-0.213381,-0.295626,-0.227884
-0.162912,-0.343962,-0.264774
-0.105670,-0.378612,-0.291225
-0.043894,-0.397991,-0.306022
0.019941,-0.401108,-0.308402
0.083224,-0.387625,-0.298107
0.143309,-0.357889,-0.275405
0.197627,-0.312942,-0.241099
0.243802,-0.254495,-0.196502
0.279757,-0.184873,-0.143399
0.303811,-0.106936,-0.083981
0.314770,-0.023966,-0.020758
0.311988,0.060463,0.043544
0.295419,0.142636,0.106095
0.265629,0.218860,0.164091
0.223794,0.285635,0.214874
0.171660,0.339817,0.256064
0.111484,0.378773,0.285671
0.045938,0.400521,0.302197
-0.022001,0.403842,0.304720
-0.089181,0.388356,0.292953
-0.152425,0.354569,0.267277
-0.208677,0.303869,0.228737
-0.255158,0.238488,0.179020
-0.289507,0.161412,0.120384
-0.309908,0.076257,0.055569
-0.315195,-0.012892,-0.012322
-0.304928,-0.101671,-0.079968
-0.279438,-0.185653,-0.143994
-0.239827,-0.260566,-0.201133
-0.187935,-0.322515,-0.248404
-0.126268,-0.368193,-0.283271
-0.057882,-0.395067,-0.303789
0.013757,-0.401531,-0.308725
0.084948,-0.387015,-0.297641
0.151942,-0.352042,-0.270942
0.211142,-0.298231,-0.229872
0.259298,-0.228238,-0.176472
0.293698,-0.145642,-0.113486
0.312323,-0.054775,-0.044230
0.313979,0.039498,0.027580
0.298388,0.132029,0.098023
0.266221,0.217673,0.163187
0.219091,0.291569,0.219386
0.159481,0.349432,0.263372
0.090632,0.387804,0.292534
0.016369,0.404281,0.305054
-0.059099,0.397677,0.300036
-0.131418,0.368124,0.277578
-0.196337,0.317099,0.238795
-0.249967,0.247370,0.185775
-0.289014,0.162865,0.121489
-0.310998,0.068460,0.049633
-0.314420,-0.030286,-0.025572
-0.298875,-0.127454,-0.099621
-0.265109,-0.217119,-0.167991
-0.214997,-0.293714,-0.226425
-0.151460,-0.352380,-0.271200
-0.078302,-0.389291,-0.299379
0.000000,-0.401915,-0.309018
0.078569,-0.389204,-0.299312
0.152425,-0.351702,-0.270682
0.216803,-0.291546,-0.224770
0.267468,-0.212365,-0.164365
0.301001,-0.119086,-0.093242
0.315042,-0.017639,-0.015938
0.308471,0.085403,0.062532
0.281515,0.183250,0.137000
0.235759,0.269341,0.202484
0.174078,0.337790,0.254524
0.100468,0.383803,0.289493
0.019804,0.404028,0.304862
-0.062475,0.396828,0.299391
-0.140728,0.362426,0.273248
-0.209501,0.302935,0.228027
-0.263909,0.222259,0.166676
-0.299998,0.125851,0.093321
-0.315042,0.020363,0.013008
-0.307766,-0.086798,-0.068633
-0.278475,-0.187988,-0.145774
-0.229062,-0.275872,-0.212811
-0.162912,-0.343962,-0.264774
-0.084683,-0.387109,-0.297713
0.000000,-0.401915,-0.309018
0.084948,-0.387015,-0.297641
0.163853,-0.343233,-0.264217
0.230758,-0.273563,-0.211049
0.280515,-0.182998,-0.141969
0.309197,-0.078191,-0.062074
0.314420,0.033010,0.022639
0.295563,0.142141,0.105719
0.253858,0.240761,0.180749
0.192327,0.321113,0.241846
0.115593,0.376745,0.284130
0.029544,0.403050,0.304119
-0.059099,0.397677,0.300036
-0.143309,0.360761,0.271983
-0.216303,0.294972,0.221973
-0.272100,0.205352,0.153815
-0.306024,0.098951,0.072845
-0.315109,-0.015705,-0.014465
-0.298388,-0.129287,-0.101018
-0.257006,-0.232414,-0.179658
-0.194176,-0.316440,-0.243767
-0.114952,-0.374181,-0.287843
-0.025843,-0.400559,-0.307983
0.065709,-0.393067,-0.302262
0.151942,-0.352042,-0.270942
0.225436,-0.280689,-0.216487
0.279757,-0.184873,-0.143399
0.310035,-0.072662,-0.057861
0.313426,0.046326,0.032779
0.289398,0.161735,0.120629
0.239827,0.263368,0.197942
0.168880,0.342098,0.257799
0.082693,0.390707,0.294740
-0.011145,0.404573,0.305276
-0.104242,0.382145,0.288234
-0.188156,0.325149,0.244914
-0.255158,0.238488,0.179020
-0.298963,0.129862,0.096374
-0.315334,0.009105,0.004433
-0.302521,-0.112687,-0.088365
-0.261473,-0.224170,-0.173369
-0.195798,-0.314808,-0.242522
-0.111484,-0.375886,-0.289144
-0.016369,-0.401371,-0.308603
0.080566,-0.388538,-0.298804
0.170041,-0.338297,-0.260450
0.243365,-0.255175,-0.197020
0.293295,-0.146952,-0.114485
0.314770,-0.023966,-0.020758
0.305449,0.101851,0.075054
0.266000,0.218118,0.163526
0.200084,0.313226,0.235851
0.114054,0.377514,0.284715
0.016369,0.404281,0.305054
-0.083224,0.390522,0.294599
-0.174651,0.337304,0.254154
-0.248533,0.249736,0.187574
-0.297164,0.136517,0.101439
-0.315334,0.009105,0.004433
-0.300919,-0.119421,-0.093498
-0.255158,-0.235700,-0.182164
-0.182590,-0.327476,-0.252190
-0.090632,-0.384909,-0.296033
0.011145,-0.401663,-0.308826
0.111999,-0.375637,-0.288954
0.201146,-0.309272,-0.238297
0.268916,-0.209372,-0.162083
0.307826,-0.086454,-0.068371
0.313426,0.046326,0.032779
0.284846,0.174557,0.130386
0.224954,0.284132,0.213731
0.140112,0.362818,0.273546
0.039529,0.401643,0.303049
-0.065709,0.395969,0.298739
-0.163853,0.346092,0.260834
-0.243802,0.257294,0.193322
-0.296372,0.139333,0.103582
-0.315376,0.005410,0.001619
-0.298388,-0.129287,-0.101018
-0.247086,-0.249292,-0.192532
-0.167133,-0.340648,-0.262244
-0.067592,-0.392547,-0.301865
0.040076,-0.398647,-0.306522
0.143309,-0.357889,-0.275405
0.229912,-0.274720,-0.211932
0.289507,-0.158659,-0.123411
0.314804,-0.023263,-0.020222
0.302521,0.115425,0.085386
0.253858,0.240761,0.180749
0.174422,0.337499,0.254302
0.073627,0.393674,0.296995
-0.036387,0.402130,0.303420
-0.142204,0.361478,0.272528
-0.230758,0.276373,0.207831
-0.290961,0.157038,0.117055
-0.315121,0.018077,0.011267
-0.299956,-0.123277,-0.096437
-0.247086,-0.249292,-0.192532
-0.162912,-0.343962,-0.264774
-0.057882,-0.395067,-0.303789
0.054768,-0.395789,-0.304341
0.160667,-0.345676,-0.266083
0.246142,-0.250805,-0.193687
0.299998,-0.123110,-0.096310
0.315015,0.021066,0.013543
0.288959,0.163026,0.121612
0.224954,0.284132,0.213731
0.131168,0.368270,0.277690
0.019804,0.404028,0.304862
-0.094447,0.386305,0.291395
-0.196337,0.317099,0.238795
-0.272100,0.205352,0.153815
-0.311335,0.065855,0.047649
-0.308471,-0.082671,-0.065488
-0.263608,-0.220069,-0.170241
-0.182590,-0.327476,-0.252190
-0.076301,-0.389938,-0.299873
0.040758,-0.398534,-0.306436
0.152425,-0.351702,-0.270682
0.243102,-0.255582,-0.197331
0.299956,-0.123277,-0.096437
0.314761,0.026865,0.017960
0.285141,0.173761,0.129780
0.214997,0.296537,0.223163
0.114054,0.377514,0.284715
-0.003440,0.404801,0.305449
-0.120696,0.374106,0.282125
-0.220768,0.289482,0.217799
-0.289014,0.162865,0.121489
-0.315273,0.012448,0.006980
-0.295419,-0.139889,-0.109101
-0.232067,-0.271756,-0.209670
-0.134288,-0.363541,-0.279720
-0.016369,-0.401371,-0.308603
0.104242,-0.379256,-0.291717
0.209501,-0.300108,-0.231304
0.283473,-0.175445,-0.136210
0.314778,-0.023790,-0.020624
0.298388,0.132029,0.098023
0.236489,0.268287,0.201682
0.138260,0.363983,0.274432
0.018568,0.404125,0.304935
-0.104242,0.382145,0.288234
-0.211142,0.301057,0.226599
-0.285376,0.173124,0.129296
-0.315121,0.018077,0.011267
-0.295419,-0.139889,-0.109101
-0.229062,-0.275872,-0.212811
-0.126268,-0.368193,-0.283271
-0.003165,-0.401894,-0.309002
0.120696,-0.371223,-0.285585
0.225436,-0.280689,-0.216487
0.294048,-0.144494,-0.112611
0.315195,0.015615,0.009391
0.285141,0.173761,0.129780
0.208470,0.304102,0.228914
0.097462,0.385073,0.290459
-0.029818,0.403017,0.304094
-0.152425,0.354569,0.267277
-0.249967,0.247370,0.185775
-0.306024,0.098951,0.072845
-0.310952,-0.066078,-0.052844
-0.263608,-0.220069,-0.170241
-0.171660,-0.336962,-0.259431
-0.050426,-0.396728,-0.305057
0.079635,-0.388851,-0.299043
0.196337,-0.314261,-0.242105
0.279566,-0.185341,-0.143756
0.314770,-0.023966,-0.020758
0.295563,0.142141,0.105719
0.224954,0.284132,0.213731
0.114952,0.377066,0.284374
-0.015407,0.404343,0.305101
-0.143309,0.360761,0.271983
-0.246142,0.253601,0.190514
-0.305518,0.101510,0.074794
-0.310600,-0.068680,-0.054826
-0.260157,-0.226644,-0.175256
-0.162912,-0.343962,-0.264774
-0.036114,-0.399263,-0.306993
0.097462,-0.382181,-0.293950
0.213584,-0.295387,-0.227702
0.290961,-0.154287,-0.120077
0.315195,0.015615,0.009391
0.281515,0.183250,0.137000
0.195798,0.317646,0.239211
0.073627,0.393674,0.296995
-0.062475,0.396828,0.299391
-0.187161,0.326091,0.245631
-0.276975,0.194318,0.145420
-0.314804,0.025987,0.017291
-0.293194,-0.147279,-0.114735
-0.215902,-0.292632,-0.225599
-0.097331,-0.382235,-0.293992
0.040076,-0.398647,-0.306522
0.170041,-0.338297,-0.260450
0.267468,-0.212365,-0.164365
0.313317,-0.044824,-0.036649
0.298388,0.132029,0.098023
0.225244,0.283755,0.213445
0.107871,0.380487,0.286974
-0.030914,0.402881,0.303991
-0.163853,0.346092,0.260834
-0.264586,0.220932,0.165666
-0.312905,0.051918,0.037038
-0.298875,-0.127454,-0.099621
-0.224954,-0.281317,-0.216966
-0.105670,-0.378612,-0.291225
0.035157,-0.399402,-0.307099
0.169113,-0.339053,-0.261027
0.268916,-0.209372,-0.162083
0.314005,-0.036423,-0.030248
0.294837,0.144612,0.107600
0.214997,0.296537,0.223163
0.090632,0.387804,0.292534
-0.052734,0.399144,0.301151
-0.185384,0.327755,0.246896
-0.279566,0.188105,0.140694
-0.315334,0.009105,0.004433
-0.284846,-0.171799,-0.133430
-0.194176,-0.316440,-0.243767
-0.062205,-0.393995,-0.302971
0.083224,-0.387625,-0.298107
0.211142,-0.298231,-0.229872
0.294048,-0.144494,-0.112611
0.313873,0.040899,0.028647
0.266000,0.218118,0.163526
0.160430,0.348717,0.262829
0.019804,0.404028,0.304862
-0.125385,0.371564,0.280193
-0.243365,0.257973,0.193839
-0.308064,0.087811,0.064366
-0.304928,-0.101671,-0.079968
-0.234291,-0.268634,-0.207288
-0.111484,-0.375886,-0.289144
0.036387,-0.399222,-0.306962
0.176366,-0.332982,-0.256393
0.276975,-0.191552,-0.148492
0.315334,-0.006382,-0.007363
0.282440,0.180889,0.135204
0.185384,0.327755,0.246896
0.045938,0.400521,0.302197
-0.104242,0.382145,0.288234
-0.230758,0.276373,0.207831
-0.304359,0.107127,0.079069
-0.307766,-0.086798,-0.068633
-0.239827,-0.260566,-0.201133
-0.115977,-0.373666,-0.287449
0.035157,-0.399402,-0.307099
0.178301,-0.331301,-0.255110
0.279757,-0.184873,-0.143399
0.315373,0.005762,0.001887
0.276381,0.195707,0.146478
0.171660,0.339817,0.256064
0.025843,0.403468,0.304436
-0.126394,0.371002,0.279766
-0.248533,0.249736,0.187574
-0.310998,0.068460,0.049633
-0.298388,-0.129287,-0.101018
-0.213381,-0.295626,-0.227884
-0.076301,-0.389938,-0.299873
0.079635,-0.388851,-0.299043
0.216303,-0.292150,-0.225231
0.299998,-0.123110,-0.096310
0.309805,0.076949,0.056096
0.242927,0.258652,0.194355
0.115593,0.376745,0.284130
-0.040758,0.401441,0.302896
-0.187161,0.326091,0.245631
-0.286823,0.169132,0.126258
-0.314420,-0.030286,-0.025572
-0.262621,-0.221977,-0.171696
-0.144166,-0.357328,-0.274977
0.011145,-0.401663,-0.308826
0.163853,-0.343233,-0.264217
0.274842,-0.196478,-0.152249
0.315392,0.001362,-0.001465
0.274707,0.199553,0.149403
0.162912,0.346822,0.261389
0.008669,0.404672,0.305351
-0.148069,0.357588,0.269572
-0.266369,0.217375,0.162961
-0.315042,0.020363,0.013008
-0.280954,-0.181901,-0.141133
-0.172698,-0.336098,-0.258771
-0.018568,-0.401215,-0.308484
0.140728,-0.359553,-0.276675
0.262773,-0.221684,-0.171473
0.314770,-0.023966,-0.020758
0.282440,0.180889,0.135204
0.174078,0.337790,0.254524
0.018568,0.404125,0.304935
-0.142204,0.361478,0.272528
-0.264586,0.220932,0.165666
-0.315042,0.020363,0.013008
-0.279438,-0.185653,-0.143994
-0.167133,-0.340648,-0.262244
-0.008669,-0.401762,-0.308901
0.152425,-0.351702,-0.270682
0.271542,-0.203794,-0.157828
0.315392,0.001362,-0.001465
0.271402,0.206869,0.154969
0.151460,0.355247,0.267792
-0.011145,0.404573,0.305276
-0.170852,0.340486,0.256573
-0.282562,0.180574,0.134964
-0.314420,-0.030286,-0.025572
-0.257006,-0.232414,-0.179658
-0.126268,-0.368193,-0.283271
0.040758,-0.398534,-0.306436
0.196337,-0.314261,-0.242105
0.295659,-0.139065,-0.108472
0.309805,0.076949,0.056096
0.234291,0.271441,0.204080
0.090632,0.387804,0.292534
-0.079635,0.391749,0.295532
-0.226875,0.281610,0.211813
-0.307826,0.089186,0.065412
-0.298388,-0.129287,-0.101018
-0.200933,-0.309496,-0.238469
-0.043894,-0.397991,-0.306022
0.126394,-0.368122,-0.283217
0.259298,-0.228238,-0.176472
0.314967,-0.019573,-0.017411
0.276381,0.195707,0.146478
0.154708,0.352940,0.266039
-0.013757,0.404441,0.305175
-0.178301,0.334151,0.251758
-0.289014,0.162865,0.121489
-0.311988,-0.057736,-0.046487
-0.239827,-0.260566,-0.201133
-0.094185,-0.383517,-0.294971
0.080566,-0.388538,-0.298804
0.230758,-0.273563,-0.211049
0.309908,-0.073527,-0.058520
0.293194,0.150028,0.111721
0.185384,0.327755,0.246896
0.019666,0.404039,0.304870
-0.152425,0.354569,0.267277
-0.276975,0.194318,0.145420
-0.314624,-0.026775,-0.022898
-0.253121,-0.239245,-0.184868
-0.111484,-0.375886,-0.289144
0.065709,-0.393067,-0.302262
0.222237,-0.284810,-0.219631
0.308064,-0.085080,-0.067324
0.295419,0.142636,0.106095
0.187935,0.325359,0.245074
0.019804,0.404028,0.304862
-0.154948,0.352767,0.265907
-0.279757,0.187636,0.140337
-0.313873,-0.038174,-0.031583
-0.245798,-0.251354,-0.194105
-0.097331,-0.382235,-0.293992
0.083224,-0.387625,-0.298107
0.236671,-0.265218,-0.204682
0.312323,-0.054775,-0.044230
0.284846,0.174557,0.130386
0.162912,0.346822,0.261389
-0.013345,0.404463,0.305192
-0.185384,0.327755,0.246896
-0.295659,0.141811,0.105468
-0.306933,-0.091428,-0.072162
-0.214997,-0.293714,-0.226425
-0.050426,-0.396728,-0.305057
0.131418,-0.365246,-0.281021
0.268916,-0.209372,-0.162083
0.315109,0.018429,0.011535
0.253858,0.240761,0.180749
0.105670,0.381501,0.287744
-0.078969,0.391971,0.295700
-0.236671,0.268023,0.201481
-0.312905,0.051918,0.037038
-0.280954,-0.181901,-0.141133
-0.151460,-0.352380,-0.271200
0.030914,-0.399973,-0.307535
0.202731,-0.307582,-0.237008
0.303811,-0.106936,-0.083981
0.298388,0.132029,0.098023
0.187935,0.325359,0.245074
0.011007,0.404579,0.305280
-0.170041,0.341152,0.257079
-0.290961,0.157038,0.117055
-0.308471,-0.082671,-0.065488
-0.215902,-0.292632,-0.225599
-0.045938,-0.397615,-0.305735
0.140728,-0.359553,-0.276675
0.276975,-0.191552,-0.148492
0.313426,0.046326,0.032779
0.236489,0.268287,0.201682
0.073627,0.393674,0.296995
-0.116232,0.376421,0.283884
-0.263909,0.222259,0.166676
-0.315195,-0.012892,-0.012322
-0.250887,-0.243041,-0.187764
-0.094185,-0.383517,-0.294971
0.097462,-0.382181,-0.293950
0.253285,-0.238962,-0.184652
0.315334,-0.006382,-0.007363
0.260157,0.229427,0.172128
0.107871,0.380487,0.286974
-0.084948,0.389911,0.294135
-0.246142,0.253601,0.190514
-0.314967,0.022297,0.014480
-0.265109,-0.217119,-0.167991
-0.114952,-0.374181,-0.287843
0.078969,-0.389072,-0.299212
0.243102,-0.255582,-0.197331
0.314770,-0.023966,-0.020758
0.266221,0.217673,0.163187
0.115593,0.376745,0.284130
-0.079635,0.391749,0.295532
-0.244412,0.256340,0.192597
-0.314967,0.022297,0.014480
-0.263608,-0.220069,-0.170241
-0.109809,-0.376689,-0.289757
0.086935,-0.386296,-0.297092
0.249967,-0.244578,-0.188936
0.315334,-0.006382,-0.007363
0.257006,0.235200,0.176519
0.097462,0.385073,0.290459
-0.100728,0.383690,0.289408
-0.259298,0.231021,0.173341
-0.315195,-0.012892,-0.012322
-0.245798,-0.251354,-0.194105
-0.078302,-0.389291,-0.299379
0.120696,-0.371223,-0.285585
0.271542,-0.203794,-0.157828
0.313426,0.046326,0.032779
0.229062,0.278683,0.209588
0.052055,0.399290,0.301262
-0.146243,0.358821,0.270508
-0.285376,0.173124,0.129296
-0.308471,-0.082671,-0.065488
-0.205668,-0.304393,-0.234574
-0.018568,-0.401215,-0.308484
0.176366,-0.332982,-0.256393
0.298963,-0.127120,-0.099367
0.298388,0.132029,0.098023
0.174422,0.337499,0.254302
-0.022001,0.403842,0.304720
-0.209501,0.302935,0.228027
-0.309908,0.076257,0.055569
-0.280954,-0.181901,-0.141133
-0.134288,-0.363541,-0.279720
0.068936,-0.392166,-0.301574
0.243365,-0.255175,-0.197020
0.315273,-0.009725,-0.009910
0.253858,0.240761,0.180749
0.084683,0.390006,0.294207
-0.120696,0.374106,0.282125
-0.274842,0.199246,0.149170
-0.311679,-0.060346,-0.048476
-0.214997,-0.293714,-0.226425
-0.025843,-0.400559,-0.307983
0.174651,-0.334451,-0.257514
0.299956,-0.123277,-0.096437
0.295563,0.142141,0.105719
0.162912,0.346822,0.261389
-0.040758,0.401441,0.302896
-0.226875,0.281610,0.211813
-0.314005,0.039147,0.027313
-0.263608,-0.220069,-0.170241
-0.097331,-0.382235,-0.293992
0.111999,-0.375637,-0.288954
0.272100,-0.202581,-0.156903
0.311928,0.060985,0.043942
0.213381,0.298450,0.224617
0.019804,0.404028,0.304862
-0.182814,0.330119,0.248693
-0.303921,0.109164,0.080620
-0.288959,-0.160273,-0.124641
-0.144166,-0.357328,-0.274977
0.065709,-0.393067,-0.302262
0.246142,-0.250805,-0.193687
0.315373,0.005762,0.001887
0.241605,0.260681,0.195898
0.057882,0.397971,0.300259
-0.152425,0.354569,0.267277
-0.293295,0.149700,0.111472
-0.299956,-0.123277,-0.096437
-0.168880,-0.339242,-0.261171
0.040076,-0.398647,-0.306522
0.230758,-0.273563,-0.211049
0.314900,-0.021155,-0.018616
0.253121,0.242035,0.181717
0.073627,0.393674,0.296995
-0.140359,0.362661,0.273427
-0.289014,0.162865,0.121489
-0.302521,-0.112687,-0.088365
-0.174078,-0.334937,-0.257885
0.036387,-0.399222,-0.306962
0.229912,-0.274720,-0.211932
0.314967,-0.019573,-0.017411
0.250887,0.245833,0.184606
0.067592,0.395448,0.298343
-0.148069,0.357588,0.269572
-0.293295,0.149700,0.111472
-0.298388,-0.129287,-0.101018
-0.160430,-0.345856,-0.266219
0.054768,-0.395789,-0.304341
0.243802,-0.254495,-0.196502
0.315311,0.010513,0.005506
0.234291,0.271441,0.204080
0.039529,0.401643,0.303049
-0.174651,0.337304,0.254154
-0.303921,0.109164,0.080620
-0.284846,-0.171799,-0.133430
-0.126268,-0.368193,-0.283271
0.094447,-0.383412,-0.294890
0.268916,-0.209372,-0.162083
0.310952,0.068807,0.049897
0.199338,0.314006,0.236444
-0.011145,0.404573,0.305276
-0.216303,0.294972,0.221973
-0.314005,0.039147,0.027313
-0.255158,-0.235700,-0.182164
-0.068667,-0.392243,-0.301633
0.152425,-0.351702,-0.270682
0.297164,-0.133773,-0.104438
0.292427,0.152479,0.113586
0.140112,0.362818,0.273546
-0.083224,0.390522,0.294599
-0.264586,0.220932,0.165666
-0.311679,-0.060346,-0.048476
-0.200084,-0.310391,-0.239151
0.013757,-0.401531,-0.308725
0.220768,-0.286664,-0.221045
0.314770,-0.023966,-0.020758
0.247086,0.252087,0.189363
0.052055,0.399290,0.301262
-0.170041,0.341152,0.257079
-0.304359,0.107127,0.079069
-0.280954,-0.181901,-0.141133
-0.111484,-0.375886,-0.289144
0.116232,-0.373536,-0.287350
0.283473,-0.175445,-0.136210
0.302521,0.115425,0.085386
0.162912,0.346822,0.261389
-0.062475,0.396828,0.299391
-0.255158,0.238488,0.179020
-0.313286,-0.045174,-0.036915
-0.205668,-0.304393,-0.234574
0.011145,-0.401663,-0.308826
0.222237,-0.284810,-0.219631
0.315121,-0.015354,-0.014197
0.239827,0.263368,0.197942
0.036114,0.402170,0.303450
-0.187161,0.326091,0.245631
-0.310035,0.075392,0.054910
-0.266000,-0.215341,-0.166635
